LOGIN_ID,PARTY_ID,USER_ID_TX,LAST_LOGIN_TS,LOGIN_STATUS_CD_ID,RGSTR_TS,INSRT_TS,INSRT_USER,MOD_TS,MOD_USER,PSWD,SRVCG_CHNL_CD
835174578,75466186,user65,2022-12-06,5,2022-10-08,2022-03-22,SYSUSER,2024-05-18,SYSADMIN,bsO8IbTba8DuKlO8,WEB
395285189,77111170,user66,2023-10-23,6,2022-12-01,2023-11-19,SYSUSER,2024-08-07,SYSADMIN,a5yRzIpI28xQ44Xs,MOB
833599645,77908074,user67,2023-10-23,6,2020-06-09,2023-09-08,SYSUSER,2023-12-18,SYSADMIN,QesXbNmlLhqEuEdL,MOB
818354125,38067900,user68,2023-02-17,1,2020-10-19,2021-05-18,SYSUSER,2023-07-02,SYSADMIN,IgUJOcl0UlZJjt3x,WEB
584071570,44346231,user69,2022-10-15,4,2020-04-05,2021-06-03,SYSUSER,2023-12-27,SYSADMIN,hOxyqieUCEttbab1,API
731773320,56435475,user70,2021-02-18,4,2021-05-08,2022-10-08,SYSUSER,2022-11-24,SYSADMIN,zpSqZkUffbWXKbGY,BRANCH
989805769,19990473,user71,2022-08-11,5,2022-01-07,2022-04-25,SYSUSER,2022-02-05,SYSADMIN,k6YZblc3kT2fnevw,API
202981299,27528941,user72,2021-08-04,5,2022-08-04,2023-08-29,SYSUSER,2022-12-30,SYSADMIN,yhrfkstVt1ZdiZeO,MOB
712259293,44408481,user73,2023-03-30,3,2020-07-15,2023-12-04,SYSUSER,2022-07-30,SYSADMIN,mMJq3tZFaA5X4b08,API
417085276,22820697,user74,2022-12-29,5,2020-06-26,2023-06-04,SYSUSER,2024-03-01,SYSADMIN,Ewzkd3NtmBXCwPk3,BRANCH
423967812,34476236,user75,2023-05-07,4,2022-12-16,2021-08-15,SYSUSER,2023-12-30,SYSADMIN,vJcf2Qh8iMpsmEsU,MOB
706951462,67173569,user76,2022-09-02,5,2020-03-29,2023-12-27,SYSUSER,2024-07-23,SYSADMIN,OtGEMiIDv0UFsMg9,API
595820518,73356207,user77,2023-12-03,2,2021-04-24,2021-06-17,SYSUSER,2022-06-26,SYSADMIN,7IN0PsHSVfXNd3C0,BRANCH
153710339,36757109,user78,2022-02-16,6,2022-01-15,2023-03-27,SYSUSER,2023-11-08,SYSADMIN,O2bM7g9nNuaq2CdS,BRANCH
750803373,35453649,user79,2022-07-25,4,2022-06-02,2022-05-21,SYSUSER,2024-05-20,SYSADMIN,7rUdp1BzLB18DAHL,API
332580900,28715061,user80,2023-06-27,5,2021-11-12,2023-08-11,SYSUSER,2022-07-24,SYSADMIN,Ucf9J5J1nF5N91Is,WEB
300318166,71257478,user81,2023-07-27,3,2021-10-28,2023-04-24,SYSUSER,2024-02-10,SYSADMIN,zk0FAb00sDvUemaO,API
365158681,38403838,user82,2023-09-26,5,2021-10-23,2023-12-09,SYSUSER,2024-04-22,SYSADMIN,oYCJhBdafWEp6QL0,BRANCH
570437252,60068614,user83,2022-05-03,2,2020-05-21,2021-06-06,SYSUSER,2022-05-06,SYSADMIN,hNpFzDzEtd4hbt1W,WEB
713351367,84627050,user84,2021-12-03,2,2022-01-31,2023-12-05,SYSUSER,2023-02-10,SYSADMIN,XZt2yz0GsmRKORmn,MOB
380921627,55738494,user85,2021-07-05,6,2021-12-14,2023-09-24,SYSUSER,2024-06-20,SYSADMIN,vvA7CzBquv3sX1qd,API
984208579,32547868,user86,2023-11-02,3,2021-07-06,2021-07-21,SYSUSER,2023-03-05,SYSADMIN,3YZJPyGeLXkKwBaU,WEB
457371279,72039553,user87,2021-01-01,2,2022-02-06,2023-03-10,SYSUSER,2022-07-16,SYSADMIN,RcY0h8qVBEylfR2c,WEB
323780210,64723661,user88,2021-10-18,2,2020-06-04,2021-07-01,SYSUSER,2022-06-06,SYSADMIN,7krwTI5BTyQbWK8r,BRANCH
501432765,33960637,user89,2023-03-22,2,2021-11-14,2022-10-07,SYSUSER,2023-01-14,SYSADMIN,2oG4yfUV3RyBatJn,MOB
308396908,38743765,user90,2021-03-11,5,2021-01-13,2023-05-27,SYSUSER,2022-07-11,SYSADMIN,W0OlR2htpd1wzRBD,BRANCH
531201898,81911072,user91,2023-11-02,6,2020-12-27,2022-10-12,SYSUSER,2023-01-27,SYSADMIN,S0MOKdfFRtYpoWLp,WEB
390155764,30263016,user92,2021-08-12,2,2020-02-05,2021-03-13,SYSUSER,2023-01-21,SYSADMIN,1h8cpqxLOfOwVTH0,WEB
316786197,23670684,user93,2023-04-16,3,2022-05-21,2022-06-12,SYSUSER,2024-11-03,SYSADMIN,Y0yUIuObhT8iokT8,BRANCH
136753193,15745416,user94,2022-06-26,3,2022-01-08,2021-10-08,SYSUSER,2022-04-28,SYSADMIN,sEY1Dbwvb0zZm1iu,MOB
527908320,15085333,user95,2023-10-26,4,2020-02-03,2023-05-31,SYSUSER,2022-10-28,SYSADMIN,hjeKq3lbQYpf8b7p,API
854067511,20865144,user96,2022-01-02,6,2022-12-21,2021-01-15,SYSUSER,2024-05-20,SYSADMIN,RloTieSRfYZxhUAK,MOB
992776772,52613236,user97,2022-08-16,4,2020-11-28,2023-07-16,SYSUSER,2024-10-27,SYSADMIN,IK7hVrAQP57XWYjL,MOB
762314010,39881452,user98,2021-01-15,4,2022-11-20,2022-02-22,SYSUSER,2022-03-09,SYSADMIN,miZvHkretFlwPYDf,API
532077247,41591277,user99,2021-11-17,5,2021-11-30,2021-04-05,SYSUSER,2024-05-12,SYSADMIN,1uKJFAFLw6H4wLrq,MOB
210970917,55068756,user100,2021-06-01,4,2020-09-12,2023-01-24,SYSUSER,2024-02-19,SYSADMIN,RGUBuk4Fe4TNedFE,MOB
362690790,81168730,user101,2023-10-16,6,2021-01-25,2022-12-22,SYSUSER,2023-08-28,SYSADMIN,Vw2TFPoPYdZcJwaF,API
374437407,47365274,user102,2021-11-10,1,2022-04-18,2023-12-30,SYSUSER,2023-06-21,SYSADMIN,PmBg8Sm7a44XPLlf,WEB
646300676,25379927,user103,2023-02-20,1,2021-01-04,2023-10-15,SYSUSER,2022-10-24,SYSADMIN,TXnu4XqZbmsSvXgT,BRANCH
657554122,29676996,user104,2023-05-02,4,2021-12-01,2021-12-27,SYSUSER,2022-10-30,SYSADMIN,LRv4mpBniA4i3uhB,BRANCH
262922424,95559306,user105,2022-10-22,5,2022-04-04,2022-01-21,SYSUSER,2022-10-10,SYSADMIN,3CgwrUxu03LGQgJa,API
671764210,95824425,user106,2021-07-09,1,2022-08-29,2022-09-09,SYSUSER,2022-08-23,SYSADMIN,GOi6icnoesFACVr5,MOB
133816709,18288759,user107,2022-06-01,2,2021-05-05,2023-06-23,SYSUSER,2023-01-25,SYSADMIN,3HIzixaTah9UjTAU,WEB
474714260,78489226,user108,2022-06-20,3,2022-04-04,2023-08-18,SYSUSER,2023-06-07,SYSADMIN,pLZInMyB5zdKCGYt,API
114849099,97487641,user109,2023-07-08,5,2020-06-04,2021-01-26,SYSUSER,2022-11-18,SYSADMIN,QHpLfqXq2CvzX1v6,WEB
947937240,12340489,user110,2022-10-05,1,2022-08-14,2021-09-18,SYSUSER,2022-05-23,SYSADMIN,YEw5Dp09Kk15V7KQ,BRANCH
708720945,68236898,user111,2023-04-20,2,2020-08-09,2021-08-12,SYSUSER,2023-04-22,SYSADMIN,cSYErDPg0BLXXrpV,API
707934475,33307557,user112,2021-01-13,2,2022-05-22,2021-06-05,SYSUSER,2024-03-07,SYSADMIN,SnOryr28Dfv0FR0o,MOB
572383451,33480693,user113,2023-05-30,5,2020-03-22,2022-02-14,SYSUSER,2022-05-19,SYSADMIN,ipZkSqTgtKCY8RYC,API
999946279,58843441,user114,2022-12-23,5,2020-06-10,2021-12-19,SYSUSER,2023-07-26,SYSADMIN,68YJpzWVEpVsyHVw,WEB
767621320,94528724,user115,2022-07-06,2,2020-12-20,2023-10-15,SYSUSER,2023-05-14,SYSADMIN,C9e71j7Kj5rzBSgk,BRANCH
289659556,58578687,user116,2022-03-30,5,2021-02-13,2023-05-31,SYSUSER,2022-07-11,SYSADMIN,uYHPbssosuEAlFEa,API
434503729,25672186,user117,2022-09-30,1,2020-04-01,2021-09-04,SYSUSER,2023-05-05,SYSADMIN,eNArTKf4ijh0azHz,API
950867296,16287600,user118,2023-09-19,6,2021-08-06,2021-07-22,SYSUSER,2024-11-03,SYSADMIN,I9CphghvgaUanFGH,BRANCH
593364816,40091477,user119,2021-08-23,6,2020-11-16,2022-10-06,SYSUSER,2024-10-31,SYSADMIN,dUcMciOFpT52hWqa,BRANCH
701541758,15848959,user120,2023-04-25,1,2021-01-07,2023-11-08,SYSUSER,2022-12-17,SYSADMIN,wxh1WKajApMgvJXl,WEB
299825200,12606562,user121,2022-04-15,2,2021-06-21,2023-05-03,SYSUSER,2022-05-11,SYSADMIN,lfVYgdkM6IcK2F2Z,API
170610595,75621334,user122,2023-08-02,2,2020-08-12,2021-06-07,SYSUSER,2023-10-01,SYSADMIN,tFQRhKhN20T7H8vN,BRANCH
357914015,95111769,user123,2022-10-02,2,2021-04-16,2021-09-14,SYSUSER,2024-04-07,SYSADMIN,Zxt6eR7FZf0kd3d2,MOB
794939423,14720162,user124,2023-12-19,6,2022-12-12,2023-01-19,SYSUSER,2023-08-18,SYSADMIN,8UaI0s0kENP80sbl,API
632696426,87572606,user125,2021-01-22,4,2022-10-23,2022-08-09,SYSUSER,2024-11-15,SYSADMIN,ImS0mt452mbdIqNM,API
593017395,37316578,user126,2022-06-07,2,2022-08-21,2023-01-04,SYSUSER,2022-06-06,SYSADMIN,IoI4doCCgNWsvYiw,MOB
907950118,80320225,user127,2022-07-08,5,2021-04-06,2021-08-02,SYSUSER,2024-03-14,SYSADMIN,2LeAJC1prCbp6LR6,BRANCH
484578241,74533604,user128,2023-11-09,1,2020-01-24,2022-04-29,SYSUSER,2024-03-29,SYSADMIN,FQb9ehiO12LUj9qI,API
991784607,92798054,user129,2022-12-05,1,2022-05-27,2023-06-15,SYSUSER,2022-03-26,SYSADMIN,Hzcohiqrx6lsQXot,API
754744289,95370458,user130,2021-08-30,1,2021-02-28,2021-06-27,SYSUSER,2024-08-27,SYSADMIN,XURSTkIw0cwdNHNp,MOB
345135371,55880350,user131,2021-08-21,1,2020-03-02,2021-12-16,SYSUSER,2022-09-03,SYSADMIN,NQc06UPdIwX25asG,BRANCH
969683933,52611181,user132,2023-12-07,4,2021-11-30,2023-03-27,SYSUSER,2024-03-18,SYSADMIN,PIetUblu8yyZVj1i,MOB
842012429,95468556,user133,2022-12-21,6,2022-08-13,2022-05-23,SYSUSER,2023-01-14,SYSADMIN,JDt0lfcZaL0sGNHo,MOB
588521394,51118400,user134,2023-08-12,3,2021-05-07,2023-05-26,SYSUSER,2023-06-11,SYSADMIN,X559nvgKHHy4XN54,WEB
546713570,42398018,user135,2022-07-07,6,2021-02-14,2021-06-30,SYSUSER,2022-01-14,SYSADMIN,zHQcK8bjXltEKo7P,MOB
651562530,67259419,user136,2021-08-24,4,2021-09-26,2021-04-28,SYSUSER,2024-10-06,SYSADMIN,Jm6EQdEcKrMrtK41,API
230068454,11566617,user137,2023-03-01,1,2020-02-15,2021-05-14,SYSUSER,2024-11-11,SYSADMIN,NA1ipJSUTU55n6Tn,BRANCH
863790023,71224070,user138,2023-05-13,2,2021-01-18,2021-06-03,SYSUSER,2024-04-21,SYSADMIN,nnhIIDx2o9Y3EYpq,WEB
545131497,67014096,user139,2022-04-13,5,2020-08-30,2023-11-02,SYSUSER,2023-10-31,SYSADMIN,LmwN3e3I4GNLV5Ec,MOB
385464540,86449286,user140,2021-02-18,1,2020-09-30,2022-11-04,SYSUSER,2022-02-28,SYSADMIN,HRHbBJObz0okXUBl,MOB
298963644,47685014,user141,2021-01-08,2,2022-08-19,2023-11-20,SYSUSER,2024-07-10,SYSADMIN,AOwHXXVVq1gXMw63,API
619452608,72688760,user142,2021-01-08,1,2022-01-01,2023-05-18,SYSUSER,2022-01-06,SYSADMIN,keKo3Ca0ESZ7qjWo,MOB
328380825,17838314,user143,2022-06-11,3,2020-05-12,2023-09-28,SYSUSER,2022-08-18,SYSADMIN,2uKAIAapfPiW9SFx,MOB
142393925,79837588,user144,2022-12-17,4,2022-03-07,2021-09-15,SYSUSER,2023-10-26,SYSADMIN,B6Fjfulu8wniMsEc,WEB
875474943,99444946,user145,2021-11-06,2,2021-04-10,2023-11-20,SYSUSER,2022-04-13,SYSADMIN,u3u8jpSo3fWdeHZR,MOB
351460860,47378298,user146,2021-07-17,1,2022-02-19,2023-04-24,SYSUSER,2023-03-27,SYSADMIN,0gNSIj0dcMBQM2fy,MOB
106223432,52032372,user147,2022-12-26,4,2020-10-04,2023-05-07,SYSUSER,2023-11-09,SYSADMIN,zWhjF4mbMBl3OHxW,WEB
472779287,17396023,user148,2021-07-24,3,2022-09-10,2023-07-25,SYSUSER,2024-08-11,SYSADMIN,rY3vZuUjBx83EA7w,BRANCH
667315229,48556596,user149,2021-04-01,2,2020-04-14,2023-03-31,SYSUSER,2023-01-18,SYSADMIN,EFRJGPEValiX8aXn,MOB
800511260,12190044,user150,2021-05-11,1,2020-08-31,2022-03-02,SYSUSER,2022-07-23,SYSADMIN,K3L3NBLrni8Pb3qB,MOB
790130282,52401549,user151,2023-07-02,1,2022-10-17,2023-09-17,SYSUSER,2024-09-22,SYSADMIN,iQyYktvRa72OK9pZ,MOB
742689435,53525087,user152,2021-02-05,2,2020-08-14,2021-06-07,SYSUSER,2023-07-02,SYSADMIN,j1TCMiFchGc4m5qk,API
875026857,34186507,user153,2022-08-12,2,2020-05-01,2021-08-27,SYSUSER,2022-05-02,SYSADMIN,rUZOPI9wgCm5dj6O,WEB
109774934,92591355,user154,2021-12-01,3,2022-06-24,2023-09-06,SYSUSER,2022-03-16,SYSADMIN,UoPSNaKbQZ0IpXKR,API
341349367,72844942,user155,2022-02-03,2,2022-11-16,2021-05-28,SYSUSER,2022-01-18,SYSADMIN,U8oEnZA0jjG5cQLo,API
743473091,38313411,user156,2021-05-03,5,2022-12-27,2023-02-07,SYSUSER,2022-07-12,SYSADMIN,wAKC4jt58NiHu6XA,API
830898057,73013620,user157,2022-04-04,6,2020-03-08,2021-11-11,SYSUSER,2024-02-10,SYSADMIN,ZfZmXROooV2EzsxK,BRANCH
721097335,32002519,user158,2022-06-27,5,2020-06-13,2023-01-12,SYSUSER,2024-02-08,SYSADMIN,3t5ft4436hbrMOCp,API
757259167,98979818,user159,2021-06-25,5,2022-04-08,2023-09-14,SYSUSER,2024-07-15,SYSADMIN,ydY5mZS6jcyH4uIy,BRANCH
391335986,18150257,user160,2023-02-27,2,2022-10-18,2022-10-10,SYSUSER,2023-08-30,SYSADMIN,EzzdUfvEPWquyzqQ,BRANCH
339784864,24693962,user161,2021-03-11,6,2022-08-05,2023-04-15,SYSUSER,2022-12-31,SYSADMIN,CykvbsPfVaHJH4FR,BRANCH
446664627,94317019,user162,2021-12-04,1,2021-06-02,2023-05-03,SYSUSER,2024-10-24,SYSADMIN,pPq5WGhueQJHBxMG,WEB
158842384,98829966,user163,2022-05-13,2,2020-03-25,2022-09-20,SYSUSER,2023-09-02,SYSADMIN,ZSFB8PoJnssr77oD,BRANCH
858334143,29091198,user164,2021-05-10,2,2022-08-02,2023-12-26,SYSUSER,2023-03-17,SYSADMIN,1lSo3nR7RXih8OD3,MOB
953357000,86700925,user165,2021-09-28,2,2021-05-11,2023-09-06,SYSUSER,2023-07-16,SYSADMIN,YWm98p1ojpq5mncz,BRANCH
333778386,58132082,user166,2022-11-08,6,2021-07-28,2023-07-18,SYSUSER,2022-10-01,SYSADMIN,QafQv22GKuyCoyUG,WEB
983070306,21858046,user167,2021-04-01,4,2020-08-24,2021-11-22,SYSUSER,2022-05-15,SYSADMIN,znRW5FtFNk9ekxtX,MOB
376582320,91361863,user168,2023-06-18,2,2022-05-07,2022-10-20,SYSUSER,2023-05-08,SYSADMIN,SQVoWmBu3lzKbWJm,MOB
953067682,16453428,user169,2021-11-08,6,2021-01-31,2021-12-13,SYSUSER,2022-10-19,SYSADMIN,9UVhlVcshHob1tMu,API
725873498,79668239,user170,2023-06-08,3,2022-08-08,2023-02-11,SYSUSER,2023-05-22,SYSADMIN,YALjNVFExidnmIfX,API
413504531,14649822,user171,2021-11-27,5,2021-03-17,2022-09-22,SYSUSER,2023-06-22,SYSADMIN,oB8fy8v7xjzqHeJ3,WEB
747751820,91461932,user172,2021-02-19,4,2022-04-10,2021-09-05,SYSUSER,2022-05-31,SYSADMIN,86YsJi0MyHVvPf7I,WEB
955645839,54813368,user173,2021-07-29,2,2021-07-12,2022-07-30,SYSUSER,2024-09-27,SYSADMIN,7apjxu1auOLwOAv9,BRANCH
767319032,68882099,user174,2021-07-10,4,2022-06-17,2021-12-14,SYSUSER,2024-11-26,SYSADMIN,VCmxGBVlclqfCdwB,API
364103192,15079301,user175,2023-12-26,3,2020-09-14,2021-05-25,SYSUSER,2024-10-31,SYSADMIN,wXQjrZEA9pSWV8Gy,WEB
981178915,87098633,user176,2022-11-11,2,2021-12-11,2021-04-01,SYSUSER,2023-11-13,SYSADMIN,1aKtNF3PbrGEMTha,BRANCH
581234885,59781279,user177,2021-07-09,2,2021-05-22,2021-05-11,SYSUSER,2022-05-24,SYSADMIN,NhNQt8dxUB7slpTD,API
804276824,44795168,user178,2021-02-08,3,2020-05-05,2023-02-02,SYSUSER,2023-06-20,SYSADMIN,u2YMb4bcvi4IIi4Z,BRANCH
257059741,39856346,user179,2021-11-25,4,2020-08-14,2023-08-19,SYSUSER,2022-07-20,SYSADMIN,R91GNNJFB6iWHyfS,API
638091229,97571371,user180,2021-10-03,4,2021-04-12,2022-10-13,SYSUSER,2023-06-30,SYSADMIN,xzTsfPqftiSBD4Qu,WEB
